Variable,FH,PICP,ACE,PINAW,CRPS
PCA1,4,76.15355664283025,-3.846443357169747,49.16279390927187,42.248449541221454
PCA1,5,76.30231857874135,-3.6976814212586504,53.70617167271811,44.891435923154404
PCA2,1,78.07043949428055,-1.9295605057194507,29.58388007651072,26.856795390160062
PCA2,2,77.40648754421615,-2.593512455783852,43.39504178733042,36.25221822807273
PCA2,3,77.53274123137138,-2.467258768628625,51.76924317578978,41.79870079283046
PCA2,4,77.16974030861874,-2.830259691381258,57.983163644333615,45.8311999634532
PCA2,5,77.22071665161097,-2.779283348389029,62.31941163364178,48.925185038295105
PCA3,1,77.34798314268512,-2.6520168573148766,28.893739071057045,26.630716604672166
PCA3,2,77.218333709641,-2.7816662903589986,43.510730454153595,36.15537543747645
PCA3,3,77.42736715339456,-2.572632846605444,51.30607496975087,41.50058911646216
PCA3,4,76.93639442980805,-3.063605570191953,56.60232268233491,45.52303857214602
PCA3,5,77.02499247214695,-2.9750075278530517,61.634549320113955,48.53535509907851
PCA4,1,77.50602046959662,-2.4939795304033794,29.33906597248313,26.86328571607851
PCA4,2,77.56453676525928,-2.4354632347407232,43.3509203030872,36.15842684398204
PCA4,3,77.5703748306488,-2.4296251693511977,51.55577910469802,41.576109614642945
PCA4,4,77.26006774557771,-2.7399322544222855,57.361018333168445,45.587847441464305
PCA4,5,77.68744354110207,-2.31255645889793,61.98550467837535,48.51823329146648
PCA5,1,77.49849488260084,-2.5015051173991623,29.127114271621267,26.68258221843267
PCA5,2,77.218333709641,-2.7816662903589986,43.30502975627405,36.12341687304163
PCA5,3,77.48005419238297,-2.5199458076170345,51.74952433290597,41.57109871445318
PCA5,4,77.26006774557771,-2.7399322544222855,58.036176774401014,45.80419075449604
PCA5,5,77.20566094549835,-2.7943390545016484,62.60359062002794,48.833606034196066
